T,ACT,C,V
0.0,0.0,0.0,-70.0
0.029999999,3.5227017e-06,0.00017613509,-69.379135
0.059999999,7.5380599e-06,0.00037690299,-68.690392
0.090000004,1.2221698e-05,0.00061108492,-67.906525
0.12,1.7855866e-05,0.00089279329,-66.982796
0.15000001,2.4932186e-05,0.0012466093,-65.839783
0.18000001,3.440752e-05,0.001720376,-64.321259
0.20999999,4.8416361e-05,0.002420818,-62.083626
0.23999999,7.2125506e-05,0.0036062752,-58.397797
0.27000001,0.00011516497,0.0057582483,-52.838589
0.30000001,0.00018791015,0.0093955072,-47.627838
0.33000001,0.00028407093,0.014203547,-45.847706
0.36000001,0.00038037848,0.019018924,-46.43581
0.38999999,0.00046592404,0.023296202,-47.778423
0.41999999,0.00053760031,0.026880017,-49.482487
0.44999999,0.00059464807,0.029732404,-51.473488
0.47999999,0.00063752278,0.031876139,-53.722252
0.50999999,0.0006671325,0.033356626,-56.258522
0.54000002,0.00068352727,0.034176361,-59.284557
0.56999999,0.00068565551,0.034282774,-63.117958
0.60000002,0.00067552703,0.03377635,-67.37056
0.63,0.00065958349,0.032979175,-70.964569
0.66000003,0.00064197858,0.032098927,-73.550163
0.69,0.00062411994,0.031205997,-75.310204
0.72000003,0.00060645951,0.030322976,-76.489029
0.75,0.00058915943,0.029457973,-77.276047
0.77999997,0.00057228218,0.028614108,-77.801239
0.81,0.00055585208,0.027792603,-78.151543
0.83999997,0.00053987576,0.026993789,-78.384293
0.87,0.00052435201,0.0262176,-78.537422
0.89999998,0.00050927477,0.025463739,-78.636215
0.93000001,0.00049463549,0.024731776,-78.69754
0.95999998,0.00048042438,0.024021218,-78.732773
0.99000001,0.00046663082,0.02333154,-78.749611
1.02,0.00045324396,0.022662198,-78.753296
1.05,0.00044025289,0.022012644,-78.747414
1.08,0.00042764659,0.02138233,-78.734512
1.11,0.0004154144,0.020770719,-78.716385
1.14,0.00040354603,0.020177301,-78.694305
1.17,0.00039203092,0.019601546,-78.669174
1.2,0.00038085858,0.01904293,-78.641609
1.23,0.00037001885,0.018500943,-78.612022
1.26,0.00035950198,0.017975099,-78.580681
1.29,0.00034929853,0.017464926,-78.547806
1.3200001,0.00033940023,0.016970012,-78.51368
1.35,0.00032979815,0.016489906,-78.478394
1.38,0.00032048396,0.016024198,-78.442093
1.41,0.00031144908,0.015572454,-78.404808
1.4400001,0.00030268502,0.015134251,-78.366562
1.47,0.00029418396,0.014709199,-78.327385
1.5,0.00028593821,0.014296911,-78.287292
1.53,0.00027794033,0.013897016,-78.2463
1.5599999,0.00027018302,0.013509152,-78.204414
1.59,0.00026265948,0.013132974,-78.161659
1.62,0.00025536297,0.012768148,-78.118042
1.65,0.00024828693,0.012414346,-78.07357
1.6799999,0.00024142509,0.012071255,-78.028244
1.71,0.00023477107,0.011738554,-77.982063
1.74,0.00022831898,0.011415949,-77.935028
1.77,0.0002220631,0.011103155,-77.887138
1.8,0.00021599706,0.010799853,-77.838379
1.83,0.00021011522,0.010505761,-77.788734
1.86,0.00020441253,0.010220626,-77.73822
1.89,0.00019888414,0.009944207,-77.686821
1.92,0.00019352566,0.0096762823,-77.634544
1.95,0.00018833323,0.0094166612,-77.581413
1.98,0.00018329985,0.0091649927,-77.527367
2.01,0.00017842223,0.008921111,-77.472443
2.04,0.00017369648,0.0086848242,-77.416634
2.0699999,0.00016911872,0.0084559359,-77.359947
2.0999999,0.00016468385,0.0082341926,-77.302361
2.1300001,0.00016038827,0.0080194138,-77.243889
2.1600001,0.00015622789,0.007811395,-77.184525
2.1900001,0.00015219874,0.0076099373,-77.12426
2.22,0.00014829775,0.0074148877,-77.063095
2.25,0.00014452083,0.007226042,-77.001022
2.28,0.00014086436,0.0070432178,-76.938026
2.3099999,0.00013732488,0.0068662441,-76.8741
2.3399999,0.00013389971,0.0066949851,-76.809265
2.3699999,0.00013058542,0.0065292711,-76.7435
2.4000001,0.00012737907,0.0063689533,-76.676811
2.4300001,0.00012427775,0.0062138876,-76.609184
2.46,0.00012127866,0.006063933,-76.540642
2.49,0.00011837923,0.0059189619,-76.471176
2.52,0.000115577,0.0057788501,-76.400795
2.55,0.00011286942,0.0056434711,-76.329498
2.5799999,0.0001102539,0.0055126948,-76.257278
2.6099999,0.00010772827,0.0053864135,-76.184151
2.6400001,0.0001052903,0.0052645151,-76.110107
2.6700001,0.00010293779,0.0051468895,-76.035149
2.7,0.00010066861,0.0050334302,-75.959267
2.73,9.8480683e-05,0.0049240342,-75.882462
2.76,9.6372001e-05,0.0048186001,-75.804718
2.79,9.4340758e-05,0.004717038,-75.726044
2.8199999,9.2385148e-05,0.0046192571,-75.646431
2.8499999,9.050333e-05,0.0045251665,-75.56588
2.8800001,8.8693596e-05,0.0044346801,-75.484375
2.9100001,8.6954409e-05,0.0043477206,-75.401924
2.9400001,8.5284228e-05,0.0042642113,-75.318535
2.97,8.3681545e-05,0.004184077,-75.234192
3.0,8.2144972e-05,0.0041072485,-75.148918
3.03,8.0673133e-05,0.0040336568,-75.062698
3.0599999,7.926477e-05,0.0039632386,-74.975533
3.0899999,7.7918667e-05,0.0038959333,-74.887436
3.1199999,7.6633689e-05,0.0038316844,-74.798416
3.1500001,7.5408687e-05,0.0037704343,-74.708435
3.1800001,7.4242649e-05,0.0037121323,-74.617508
3.21,7.3134586e-05,0.0036567291,-74.52562
3.24,7.2083574e-05,0.0036041788,-74.43277
3.27,7.1088776e-05,0.0035544389,-74.338936
3.3,7.0149385e-05,0.0035074691,-74.244102
3.3299999,6.9264635e-05,0.0034632317,-74.148254
3.3599999,6.8433852e-05,0.0034216924,-74.051369
3.3900001,6.765643e-05,0.0033828216,-73.953476
3.4200001,6.6931789e-05,0.0033465896,-73.854538
3.45,6.625941e-05,0.0033129705,-73.754539
3.48,6.5638829e-05,0.0032819414,-73.653458
3.51,6.5069667e-05,0.0032534832,-73.551277
3.54,6.4551699e-05,0.003227585,-73.447983
3.5699999,6.4084619e-05,0.0032042309,-73.343559
3.5999999,6.3668216e-05,0.0031834107,-73.237968
3.6300001,6.3302359e-05,0.0031651179,-73.131187
3.6600001,6.2987012e-05,0.0031493504,-73.023186
3.6900001,6.2722334e-05,0.0031361168,-72.913933
3.72,6.2508356e-05,0.0031254177,-72.803391
3.75,6.2345251e-05,0.0031172626,-72.691521
3.78,6.2233281e-05,0.003111664,-72.578278
3.8099999,6.217281e-05,0.0031086407,-72.463608
3.8399999,6.2164501e-05,0.0031082251,-72.347458
3.8699999,6.2208805e-05,0.0031104404,-72.229759
3.9000001,6.230639e-05,0.0031153194,-72.110458
3.9300001,6.2458006e-05,0.0031229004,-71.989471
3.96,6.26646e-05,0.0031332299,-71.86673
3.99,6.2927582e-05,0.0031463793,-71.742104
4.02,6.3247986e-05,0.0031623994,-71.615501
4.0500002,6.3627172e-05,0.0031813586,-71.486824
4.0799999,6.406664e-05,0.0032033322,-71.355934
4.1100001,6.4568128e-05,0.0032284062,-71.222702
4.1399999,6.5134023e-05,0.0032567009,-71.086929
4.1700001,6.576642e-05,0.003288321,-70.948448
4.1999998,6.6467866e-05,0.0033233934,-70.807045
4.23,6.7241446e-05,0.0033620724,-70.662468
4.2600002,6.8090681e-05,0.003404534,-70.514427
4.29,6.9019188e-05,0.0034509592,-70.36261
4.3200002,7.0031136e-05,0.0035015568,-70.206673
4.3499999,7.1132177e-05,0.0035566087,-70.046104
4.3800001,7.2327646e-05,0.0036163821,-69.88044
4.4099998,7.3623771e-05,0.0036811884,-69.709129
4.4400001,7.50279e-05,0.0037513948,-69.531494
4.4699998,7.6549753e-05,0.0038274876,-69.346596
4.5,7.8199802e-05,0.0039099902,-69.153412
4.5300002,7.9991005e-05,0.0039995499,-68.950645
4.5599999,8.193824e-05,0.0040969118,-68.736778
4.5900002,8.4060346e-05,0.0042030173,-68.509827
4.6199999,8.638006e-05,0.0043190029,-68.267342
4.6500001,8.892647e-05,0.0044463235,-68.006065
4.6799998,9.173638e-05,0.0045868186,-67.721794
4.71,9.4857118e-05,0.0047428561,-67.408943
4.7399998,9.835331e-05,0.0049176654,-67.059654
4.77,0.00010231444,0.0051157218,-66.662682
4.8000002,0.00010686847,0.0053434232,-66.2015
4.8299999,0.00011220446,0.0056102229,-65.651009
4.8600001,0.00011862409,0.0059312047,-64.970039
4.8899999,0.0001266374,0.0063318703,-64.087517
4.9200001,0.00013718201,0.0068591004,-62.871914
4.9499998,0.00015212639,0.0076063201,-61.069752
4.98,0.0001752181,0.0087609049,-58.260029
5.0100002,0.00021223996,0.010611998,-54.31295
5.04,0.00026838592,0.013419296,-50.381313
5.0700002,0.0003426561,0.017132806,-48.157902
5.0999999,0.0004228265,0.021141326,-47.988098
5.1300001,0.0004970507,0.024852535,-48.992531
5.1599998,0.00055986928,0.027993463,-50.585255
5.1900001,0.00060962414,0.030481208,-52.549007
5.2199998,0.0006464108,0.03232054,-54.813408
5.25,0.0006705721,0.033528604,-57.443253
5.2800002,0.00068140548,0.034070276,-60.710567
5.3099999,0.00067824044,0.033912022,-64.779297
5.3400002,0.00066527486,0.033263743,-68.8479
5.3699999,0.00064855657,0.032427829,-72.03511
5.4000001,0.00063090667,0.031545334,-74.269867
5.4299998,0.0006132265,0.030661324,-75.782639
5.46,0.00059581961,0.029790981,-76.796288
5.4899998,0.00057879963,0.028939981,-77.474648
5.52,0.00056220783,0.028110391,-77.928589
5.5500002,0.0005460605,0.027303025,-78.231743
5.5799999,0.00053036504,0.026518252,-78.433128
5.6100001,0.00051511743,0.025755871,-78.565292
5.6399999,0.00050031021,0.025015511,-78.649895
5.6700001,0.00048593449,0.024296725,-78.701508
5.6999998,0.00047198014,0.023599006,-78.729996
5.73,0.00045843652,0.022921825,-78.742096
5.7600002,0.00044529283,0.022264641,-78.742401
5.79,0.00043253799,0.021626899,-78.734085
5.8200002,0.00042016117,0.021008059,-78.719383
5.8499999,0.0004081518,0.020407589,-78.69989
5.8800001,0.00039649941,0.019824971,-78.67672
5.9099998,0.00038519382,0.019259691,-78.65065
5.9400001,0.00037422503,0.018711252,-78.622223
5.9699998,0.00036358327,0.018179163,-78.591873
6.0,0.00035325903,0.017662952,-78.559891
6.0300002,0.00034324313,0.017162157,-78.526497
6.0599999,0.00033352658,0.016676329,-78.491859
6.0900002,0.00032410075,0.016205037,-78.456085
6.1199999,0.00031495714,0.015747858,-78.419243
6.1500001,0.00030608763,0.015304381,-78.381386
6.1799998,0.00029748419,0.01487421,-78.342567
6.21,0.00028913913,0.014456956,-78.302811
6.2399998,0.00028104495,0.014052248,-78.262123
6.27,0.00027319434,0.013659718,-78.220566
6.3000002,0.00026558022,0.013279011,-78.178169
6.3299999,0.00025819577,0.012909789,-78.134918
6.3600001,0.0002510343,0.012551715,-78.090843
6.3899999,0.00024408937,0.012204468,-78.045914
6.4200001,0.00023735478,0.011867738,-78.000122
6.4499998,0.00023082443,0.011541221,-77.953468
6.48,0.00022449247,0.011224624,-77.905914
6.5100002,0.00021835321,0.01091766,-77.857483
6.54,0.00021240109,0.010620055,-77.808189
6.5700002,0.00020663078,0.010331539,-77.758018
6.5999999,0.00020103707,0.010051853,-77.707016
6.6300001,0.00019561489,0.009780745,-77.655151
6.6599998,0.00019035938,0.0095179696,-77.602425
6.6900001,0.0001852658,0.0092632901,-77.54882
6.7199998,0.00018032957,0.0090164784,-77.494301
6.75,0.00017554624,0.008777312,-77.438873
6.7800002,0.00017091153,0.0085455766,-77.382523
6.8099999,0.00016642123,0.0083210617,-77.325256
6.8400002,0.00016207132,0.0081035653,-77.26709
6.8699999,0.00015785785,0.0078928927,-77.208054
6.9000001,0.00015377706,0.007688853,-77.14814
6.9299998,0.00014982524,0.0074912622,-77.087357
6.96,0.00014599884,0.007299942,-77.025673
6.9899998,0.0001422944,0.0071147201,-76.963066
7.02,0.00013870862,0.0069354307,-76.899529
7.0500002,0.00013523825,0.0067619127,-76.835014
7.0799999,0.00013188018,0.0065940092,-76.769562
7.1100001,0.00012863141,0.0064315703,-76.703186
7.1399999,0.00012548896,0.0062744482,-76.635887
7.1700001,0.00012245003,0.0061225016,-76.567726
7.1999998,0.00011951187,0.0059755938,-76.498688
7.23,0.00011667184,0.0058335918,-76.428764
7.2600002,0.00011392736,0.0056963679,-76.357933
7.29,0.000111276,0.0055638002,-76.286148
7.3200002,0.00010871538,0.005435769,-76.213394
7.3499999,0.00010624319,0.0053121597,-76.139687
7.3800001,0.00010385723,0.0051928614,-76.065025
7.4099998,0.00010155536,0.0050777677,-75.989441
7.4400001,9.9335492e-05,0.0049667745,-75.912964
7.4699998,9.719564e-05,0.0048597823,-75.835587
7.5,9.5133895e-05,0.0047566947,-75.757324
7.5300002,9.314841e-05,0.0046574203,-75.678139
7.5599999,9.1237423e-05,0.0045618713,-75.598
7.5900002,8.939924e-05,0.0044699619,-75.516914
7.6199999,8.7632237e-05,0.0043816119,-75.434853
7.6500001,8.5934858e-05,0.0042967428,-75.351822
7.6799998,8.4305597e-05,0.0042152801,-75.267845
7.71,8.2743019e-05,0.0041371509,-75.182922
7.7399998,8.1245737e-05,0.004062287,-75.097092
7.77,7.9812438e-05,0.0039906218,-75.010361
7.8000002,7.8441859e-05,0.0039220927,-74.922707
7.8299999,7.7132812e-05,0.0038566408,-74.834122
7.8600001,7.5884207e-05,0.0037942103,-74.744568
7.8899999,7.4694974e-05,0.0037347488,-74.653999
7.9200001,7.3564137e-05,0.0036782071,-74.562416
7.9499998,7.2490766e-05,0.0036245384,-74.469795
7.98,7.1473958e-05,0.0035736978,-74.376183
8.0100002,7.0512862e-05,0.0035256431,-74.281609
8.04,6.9606693e-05,0.0034803345,-74.186073
8.0699997,6.8754678e-05,0.003437734,-74.089638
8.1000004,6.79562e-05,0.00339781,-73.992226
8.1300001,6.7210654e-05,0.0033605327,-73.893799
8.1599998,6.6517539e-05,0.003325877,-73.794312
8.1899996,6.5876462e-05,0.0032938232,-73.693657
8.2200003,6.5287e-05,0.0032643499,-73.591858
8.25,6.4748805e-05,0.0032374405,-73.488922
8.2799997,6.42616e-05,0.0032130799,-73.384865
8.3100004,6.3825108e-05,0.0031912555,-73.279716
8.3400002,6.3439184e-05,0.003171959,-73.17347
8.3699999,6.3103791e-05,0.0031551893,-73.066032
8.3999996,6.2818945e-05,0.0031409471,-72.957352
8.4300003,6.2584775e-05,0.0031292387,-72.847351
8.46,6.2401501e-05,0.003120075,-72.735939
8.4899998,6.2269297e-05,0.0031134649,-72.623146
8.5200005,6.2188505e-05,0.0031094253,-72.508965
8.5500002,6.2159503e-05,0.0031079752,-72.393356
8.5799999,6.2182749e-05,0.0031091375,-72.276352
8.6099997,6.2258958e-05,0.003112948,-72.157791
8.6400003,6.2388906e-05,0.0031194454,-72.037575
8.6700001,6.2573527e-05,0.0031286764,-71.915604
8.6999998,6.2813961e-05,0.003140698,-71.791695
8.7299995,6.3111329e-05,0.0031555665,-71.665794
8.7600002,6.3466934e-05,0.0031733469,-71.537857
8.79,6.3882297e-05,0.0031941149,-71.407761
8.8199997,6.4359083e-05,0.003217954,-71.275414
8.8500004,6.4899214e-05,0.0032449604,-71.140678
8.8800001,6.5504937e-05,0.0032752468,-71.003319
8.9099998,6.6178727e-05,0.0033089365,-70.863129
8.9399996,6.6923414e-05,0.0033461708,-70.719879
8.9700003,6.7742192e-05,0.0033871096,-70.573273
9.0,6.8638714e-05,0.0034319358,-70.423004
9.0299997,6.961709e-05,0.0034808547,-70.268738
9.0600004,7.0682079e-05,0.003534104,-70.110046
9.0900002,7.1839007e-05,0.0035919503,-69.946495
9.1199999,7.3094227e-05,0.0036547112,-69.777496
9.1499996,7.4454816e-05,0.0037227406,-69.602417
9.1800003,7.5929449e-05,0.0037964724,-69.420425
9.21,7.7527846e-05,0.003876392,-69.230598
9.2399998,7.9262114e-05,0.0039631058,-69.031723
9.2700005,8.1146136e-05,0.0040573068,-68.822395
9.3000002,8.319741e-05,0.0041598706,-68.600792
9.3299999,8.5436783e-05,0.0042718388,-68.364677
9.3599997,8.7889988e-05,0.0043944996,-68.111244
9.3900003,9.0590969e-05,0.0045295488,-67.836624
9.4200001,9.358301e-05,0.0046791504,-67.535759
9.4499998,9.6923985e-05,0.0048461989,-67.201683
9.4799995,0.000100691,0.0050345501,-66.82486
9.5100002,0.00010499416,0.005249708,-66.391235
9.54,0.0001099958,0.0054997895,-65.879463
9.5699997,0.00011594447,0.0057972237,-65.255989
9.6000004,0.00012325302,0.0061626509,-64.463669
9.6300001,0.00013265201,0.0066326009,-63.400028
9.6599998,0.00014555592,0.007277796,-61.868851
9.6899996,0.00016485373,0.0082426872,-59.507645
9.7200003,0.00019569948,0.0097849742,-55.950401
9.75,0.00024393121,0.01219656,-51.799561
9.7799997,0.00031204236,0.015602117,-48.754917
9.8100004,0.00039165691,0.019582845,-47.863884
9.8400002,0.00046917101,0.02345855,-48.508755
9.8699999,0.0005367985,0.026839927,-49.909882
9.8999996,0.00059171923,0.029585963,-51.742538
9.9300003,0.00063351978,0.031675991,-53.890705
9.96,0.00066262536,0.033131268,-56.357468
9.9899998,0.00067884132,0.033942066,-59.331772
10.02,0.00068101555,0.034050778,-63.117508
10.05,0.00067106623,0.033553313,-67.331062
10.08,0.00065530109,0.032765057,-70.909042
10.11,0.00063784781,0.031892393,-73.494438
10.14,0.00062012533,0.031006267,-75.260208
10.17,0.00060259318,0.030129658,-76.446045
10.2,0.00058541639,0.029270818,-77.239677
10.23,0.00056865637,0.02843282,-77.770805
10.26,0.00055233826,0.027616912,-78.126038
10.29,0.00053646963,0.026823482,-78.362808
10.32,0.00052104943,0.026052473,-78.519188
10.35,0.00050607166,0.025303582,-78.620522
10.38,0.00049152842,0.024576422,-78.6838
10.41,0.00047741045,0.023870522,-78.720589
10.44,0.00046370717,0.023185357,-78.738716
10.47,0.00045040785,0.022520393,-78.743416
10.5,0.00043750161,0.02187508,-78.738274
10.53,0.00042497762,0.021248881,-78.725876
10.56,0.0004128252,0.02064126,-78.708115
10.59,0.00040103382,0.020051692,-78.686279
10.62,0.00038959319,0.01947966,-78.661278
10.65,0.00037849322,0.018924661,-78.633743
10.68,0.00036772407,0.018386204,-78.604134
10.71,0.00035727621,0.01786381,-78.572754
10.74,0.00034714025,0.017357012,-78.539848
10.77,0.00033730717,0.016865358,-78.505646
10.8,0.00032776818,0.016388409,-78.470215
10.83,0.00031851474,0.015925737,-78.433701
10.86,0.00030953853,0.015476927,-78.396202
10.89,0.00030083154,0.015041577,-78.357773
10.92,0.0002923859,0.014619295,-78.318451
10.95,0.00028419404,0.014209702,-78.278221
10.98,0.00027624858,0.013812428,-78.237083
11.01,0.00026854235,0.013427118,-78.195038
11.04,0.00026106846,0.013053424,-78.152107
11.07,0.00025382018,0.01269101,-78.108315
11.1,0.00024679099,0.01233955,-78.063698
11.13,0.00023997456,0.011998728,-78.018242
11.16,0.00023336473,0.011668236,-77.971939
11.19,0.00022695556,0.011347778,-77.924759
11.22,0.00022074129,0.011037065,-77.87674
11.25,0.00021471632,0.010735816,-77.827835
11.28,0.00020887522,0.010443761,-77.778061
11.31,0.00020321274,0.010160637,-77.727425
11.34,0.00019772377,0.0098861884,-77.675873
11.37,0.00019240339,0.0096201692,-77.623436
11.4,0.00018724678,0.009362339,-77.570061
11.43,0.00018224934,0.0091124661,-77.515747
11.46,0.00017740653,0.0088703269,-77.460533
11.49,0.00017271402,0.0086357007,-77.404419
11.52,0.00016816756,0.0084083779,-77.347427
11.55,0.00016376306,0.0081881527,-77.289604
11.58,0.00015949653,0.0079748267,-77.230965
11.61,0.00015536412,0.0077682063,-77.171478
11.64,0.0001513621,0.0075681051,-77.11116
11.67,0.00014748688,0.0073743435,-77.049957
11.7,0.00014373494,0.0071867472,-76.987808
11.73,0.00014010294,0.0070051472,-76.92466
11.76,0.00013658761,0.0068293805,-76.860535
11.79,0.00013318582,0.0066592912,-76.795372
11.82,0.0001298945,0.0064947251,-76.72921
11.85,0.00012671069,0.0063355346,-76.662117
11.88,0.00012363153,0.0061815763,-76.594162
11.91,0.00012065422,0.0060327114,-76.525307
11.94,0.00011777608,0.0058888039,-76.455643
11.97,0.00011499449,0.0057497248,-76.38517
12.0,0.00011230696,0.005615348,-76.313843
12.03,0.00010971102,0.0054855514,-76.241646
12.06,0.0001072044,0.0053602201,-76.168526
12.09,0.00010478484,0.0052392422,-76.094376
12.12,0.0001024502,0.0051225103,-76.019157
12.15,0.00010019838,0.0050099189,-75.942978
12.18,9.8027376e-05,0.0049013686,-75.865852
12.21,9.5935233e-05,0.0047967616,-75.787842
12.24,9.3920076e-05,0.0046960036,-75.708977
12.27,9.1980073e-05,0.0045990036,-75.62925
12.3,9.0113528e-05,0.0045056762,-75.548622
12.33,8.8318782e-05,0.0044159391,-75.466988
12.36,8.6594264e-05,0.0043297131,-75.384346
12.39,8.4938496e-05,0.0042469245,-75.300644
12.42,8.3349987e-05,0.0041674995,-75.215965
12.45,8.1827326e-05,0.0040913662,-75.130402
12.48,8.0369136e-05,0.0040184571,-75.044006
12.51,7.897411e-05,0.0039487053,-74.956825
12.54,7.7641031e-05,0.0038820514,-74.868767
12.57,7.6368771e-05,0.0038184386,-74.779747
12.6,7.5156328e-05,0.0037578163,-74.689621
12.63,7.4002659e-05,0.0037001329,-74.598404
12.66,7.2906805e-05,0.0036453404,-74.506172
12.69,7.1867835e-05,0.0035933917,-74.412964
12.72,7.0884817e-05,0.003544241,-74.318924
12.75,6.9957016e-05,0.0034978508,-74.223923
12.78,6.9083697e-05,0.0034541849,-74.12793
12.81,6.8264235e-05,0.0034132118,-74.030853
12.84,6.7498055e-05,0.0033749028,-73.932602
12.87,6.678456e-05,0.003339228,-73.83329
12.9,6.6123226e-05,0.0033061614,-73.732941
12.93,6.5513566e-05,0.0032756783,-73.631622
12.96,6.4955195e-05,0.0032477598,-73.52932
12.99,6.4447879e-05,0.0032223938,-73.425896
13.02,6.3991407e-05,0.0031995701,-73.321304
13.05,6.3585714e-05,0.0031792857,-73.215378
13.08,6.3230647e-05,0.0031615323,-73.108192
13.11,6.2926149e-05,0.0031463075,-72.999809
13.14,6.2672269e-05,0.0031336136,-72.890167
13.17,6.246908e-05,0.0031234541,-72.779335
13.2,6.2316853e-05,0.0031158426,-72.667175
13.23,6.2215862e-05,0.003110793,-72.55365
13.26,6.2166502e-05,0.0031083252,-72.438698
13.29,6.2169282e-05,0.0031084639,-72.322243
13.32,6.222479e-05,0.0031112395,-72.204231
13.35,6.2333762e-05,0.003116688,-72.084579
13.38,6.2497013e-05,0.0031248506,-71.963234
13.41,6.2715582e-05,0.0031357789,-71.84008
13.44,6.2990541e-05,0.0031495271,-71.715042
13.47,6.3323147e-05,0.0031661573,-71.58802
13.5,6.3714957e-05,0.0031857477,-71.458878
13.53,6.4167478e-05,0.0032083739,-71.327499
13.56,6.4682594e-05,0.0032341299,-71.193726
13.59,6.5262575e-05,0.0032631287,-71.057381
13.62,6.590956e-05,0.0032954782,-70.918282
13.65,6.6626402e-05,0.0033313199,-70.776207
13.68,6.7416157e-05,0.0033708077,-70.63089
13.71,6.8281945e-05,0.0034140972,-70.482079
13.74,6.9228248e-05,0.0034614126,-70.329391
13.77,7.0259222e-05,0.0035129613,-70.17247
13.8,7.1379582e-05,0.003568979,-70.01091
13.83,7.2595707e-05,0.0036297855,-69.844124
13.86,7.3914234e-05,0.003695712,-69.671524
13.89,7.5343312e-05,0.0037671658,-69.49234
13.92,7.6892153e-05,0.0038446076,-69.305695
13.95,7.8572033e-05,0.0039286017,-69.110481
13.98,8.0396043e-05,0.004019802,-68.905396
14.01,8.2379855e-05,0.0041189925,-68.688828
14.04,8.4542487e-05,0.0042271242,-68.458763
14.07,8.6908512e-05,0.0043454254,-68.212517
14.1,8.9508365e-05,0.0044754185,-67.946678
14.13,9.238116e-05,0.0046190582,-67.656731
14.16,9.5577496e-05,0.0047788746,-67.336678
14.19,9.9166202e-05,0.0049583102,-66.978081
14.22,0.00010324355,0.0051621771,-66.568787
14.25,0.0001079479,0.0053973952,-66.090813
14.28,0.00011348802,0.0056744008,-65.516266
14.31,0.00012020044,0.006010022,-64.798973
14.34,0.00012866137,0.0064330683,-63.858402
14.37,0.00013995453,0.0069977269,-62.542759
14.4,0.000156266,0.0078133,-60.561363
14.43,0.00018185872,0.0090929363,-57.483044
14.46,0.00022267424,0.011133712,-53.395302
14.49,0.00028325053,0.014162527,-49.708862
14.52,0.00036006709,0.018003354,-47.972366
14.55,0.00043971706,0.021985853,-48.135334
14.58,0.00051175203,0.0255876,-49.299324
14.61,0.00057179038,0.028589521,-50.983959
14.64,0.00061869062,0.030934529,-53.015301
14.67,0.00065272814,0.032636408,-55.346954
14.7,0.00067410577,0.03370529,-58.085251
14.73,0.00068186619,0.034093309,-61.534824
14.76,0.00067601609,0.033800807,-65.705093
14.79,0.00066182239,0.03309112,-69.626686
14.82,0.00064476597,0.032238297,-72.593826
14.85,0.00062706828,0.031353414,-74.650581
14.88,0.00060943299,0.030471649,-76.038055
14.91,0.00059210457,0.029605228,-76.967361
14.94,0.00057517644,0.028758822,-77.589355
14.97,0.0005586815,0.027934074,-78.005203
15.0,0.00054263487,0.027131744,-78.282738
