EmptySet,u,v,z,Time
1.0,0.0,0.0,0.0,0.0
1.0,1.3451539560021942e-08,0.00014999995212574928,0.00014998650058618926,0.01
1.0,5.362927608434383e-08,0.0002999996355849379,0.00029994600630885355,0.02
1.0,1.2026638100421384e-07,0.0004499987880709414,0.0004498785216899372,0.03
1.0,2.130917605720553e-07,0.0005999971434158638,0.0005997840516552918,0.04
1.0,3.318394553647792e-07,0.0007499944405152763,0.0007496626010599115,0.05
1.0,4.7624681575528984e-07,0.0008999904215675587,0.0008995141747518034,0.06
1.0,6.460539699895157e-07,0.0010499848315546566,0.0010493387775846671,0.07
1.0,8.410032702024361e-07,0.0011999774176878638,0.0011991364144176614,0.08
1.0,1.0608394840520768e-06,0.001349967929605564,0.001348907090121512,0.09
1.0,1.305310050371666e-06,0.0014999561195829987,0.001498650809532627,0.1
1.0,1.5741650210192397e-06,0.0016499417425117212,0.001648367577490702,0.11
1.0,1.867157024332541e-06,0.0017999245558632713,0.0017980573988389387,0.12
1.0,2.1840410644274303e-06,0.0019499043194891436,0.0019477202784247162,0.13
1.0,2.524574553929078e-06,0.0020998807956502472,0.002097356221096318,0.14
1.0,2.8885176027427273e-06,0.0022498537493073493,0.0022469652317046065,0.15
1.0,3.2756320751999917e-06,0.0023998229471624824,0.0023965473150872824,0.16
1.0,3.6856830635965024e-06,0.002549788159160602,0.0025461024760970057,0.17
1.0,4.118437341438287e-06,0.0026997491569182275,0.0026956307195767893,0.18
1.0,4.573664203038817e-06,0.0028497057145739552,0.0028451320503709164,0.19
1.0,5.051135428578507e-06,0.002999657608752663,0.0029946064733240847,0.2
1.0,5.550624597086896e-06,0.0031496046178695913,0.0031440539932725046,0.21
1.0,6.071908022082334e-06,0.0032995465230793606,0.0032934746150572783,0.22
1.0,6.614763894558382e-06,0.0034494831074039695,0.003442868343509411,0.23
1.0,7.178972783770515e-06,0.0035994141562439293,0.0035922351834601586,0.24
1.0,7.764317375926083e-06,0.0037493394571122755,0.0037415751397363493,0.25
1.0,8.37058228324869e-06,0.0038992587994403026,0.003890888217157054,0.26
1.0,8.997554774797404e-06,0.00404917197531959,0.004040174420544792,0.27
1.0,9.645024227499965e-06,0.004199078778944778,0.004189433754717278,0.28
1.0,1.0312781535531289e-05,0.004348979006027899,0.004338666224492368,0.29
1.0,1.1000619772595595e-05,0.004498872454457987,0.004487871834685391,0.3
1.0,1.1708334891593257e-05,0.004648758924997904,0.00463705059010631,0.31
1.0,1.2435724698065057e-05,0.004798638220261946,0.0047862024955638805,0.32
1.0,1.3182587759796363e-05,0.004948510143636238,0.004935327555876442,0.33
1.0,1.3948725684702121e-05,0.005098374501537128,0.005084425775852426,0.34
1.0,1.473394241877663e-05,0.005248231102715139,0.005233497160296362,0.35000000000000003
1.0,1.5538043724893405e-05,0.005398079757738236,0.005382541714013343,0.36
1.0,1.6360834956743227e-05,0.005547920276773806,0.005531559441817062,0.37
1.0,1.720212625144999e-05,0.005697752474759588,0.005680550348508138,0.38
1.0,1.806172898631941e-05,0.005847576167875238,0.005829514438888919,0.39
1.0,1.8939456513548327e-05,0.005997391174273943,0.005978451717760395,0.4
1.0,1.9835124237345782e-05,0.006147197314159204,0.0061273621899218585,0.41000000000000003
1.0,2.0748549168711325e-05,0.006296994409318527,0.006276245860149816,0.42
1.0,2.167954638880371e-05,0.006446782279423733,0.006425102733034929,0.43
1.0,2.262793865554813e-05,0.0065965607520781094,0.006573932813422561,0.44
1.0,2.359354845203429e-05,0.006746329654498991,0.006722736106046957,0.45
1.0,2.457620017682256e-05,0.006896088815808015,0.0068715126156311925,0.46
1.0,2.5575720145376005e-05,0.007045838067031975,0.007020262346886599,0.47000000000000003
1.0,2.6591935463223143e-05,0.007195577240066615,0.007168985304603392,0.48
1.0,2.762467263217744e-05,0.007345306166395042,0.007317681493762864,0.49
1.0,2.8673764604795007e-05,0.007495024683571523,0.0074663509189667274,0.5
1.0,2.973904411416573e-05,0.00764473262908996,0.007614993584975795,0.51
1.0,3.082034560472392e-05,0.007794429842158184,0.00776360949655346,0.52
1.0,3.19175052188508e-05,0.007944116163685174,0.007912198658466324,0.53
1.0,3.3030360028533455e-05,0.008093791435472323,0.00806076107544379,0.54
1.0,3.415874843346838e-05,0.008243455500634512,0.008209296752201042,0.55
1.0,3.530251179489392e-05,0.008393108205324106,0.008357805693529213,0.56
1.0,3.646149239012157e-05,0.008542749396575667,0.008506287904185545,0.5700000000000001
1.0,3.763553403993423e-05,0.008692378922968792,0.008654743388928857,0.58
1.0,3.882448208899456e-05,0.008841996634608829,0.008803172152519833,0.59
1.0,4.002818375131187e-05,0.008991602383300592,0.00895157419954928,0.6
1.0,4.124648758665612e-05,0.009141196022262564,0.009099949534675907,0.61
1.0,4.247924338337158e-05,0.009290777406055982,0.00924829816267261,0.62
1.0,4.3726302566185656e-05,0.009440346390791535,0.009396620088225349,0.63
1.0,4.4987518015504564e-05,0.009589902834024873,0.009544915316009367,0.64
1.0,4.62627440499046e-05,0.009739446594738393,0.009693183850688488,0.65
1.0,4.755183718591653e-05,0.009888977534094366,0.00984142569690845,0.66
1.0,4.8854654668730146e-05,0.0100384955139761,0.00998964085930737,0.67
1.0,5.0171055115967974e-05,0.01018800039762594,0.010137829342509973,0.68
1.0,5.150089871902788e-05,0.010337492049844238,0.01028599115112521,0.6900000000000001
1.0,5.2844047067922216e-05,0.010486970336814705,0.010434126289746782,0.7000000000000001
1.0,5.420036313709029e-05,0.010636435126089501,0.01058223476295241,0.71
1.0,5.5569711481835025e-05,0.010785886287033423,0.010730316575551587,0.72
1.0,5.6951957763351407e-05,0.010935323689804646,0.010878371732041295,0.73
1.0,5.834696906868447e-05,0.01108474720606814,0.011026400236999457,0.74
1.0,5.9754613832438144e-05,0.01123415670884104,0.011174402095008602,0.75
1.0,6.11747618130159e-05,0.011383552072456867,0.01132237731064385,0.76
1.0,6.260728404963351e-05,0.011532933172537438,0.011470325888487804,0.77
1.0,6.405205256159386e-05,0.011682299885836083,0.01161824783327449,0.78
1.0,6.550894115222198e-05,0.011831652090632387,0.011766143149480164,0.79
1.0,6.697782469500779e-05,0.011980989666369143,0.011914011841674135,0.8
1.0,6.845857931846305e-05,0.012130312493738013,0.01206185391441955,0.81
1.0,6.995108239313394e-05,0.012279620454666398,0.012209669372273264,0.8200000000000001
1.0,7.1455212518614e-05,0.012428913432304328,0.012357458219785714,0.8300000000000001
1.0,7.297084951055671e-05,0.012578191311011327,0.01250522046150077,0.84
1.0,7.449787438768845e-05,0.012727453976343304,0.012652956101955616,0.85
1.0,7.603616935882106e-05,0.01287670131503942,0.012800665145680599,0.86
1.0,7.758561780986473e-05,0.013025933215008974,0.012948347597199109,0.87
1.0,7.914610430345993e-05,0.01317514956532359,0.01309600346102013,0.88
1.0,8.071751455408648e-05,0.01332435025619908,0.013243632741644994,0.89
1.0,8.229973538971679e-05,0.013473535178971659,0.013391235443581942,0.9
1.0,8.389265477748546e-05,0.013622704226101089,0.013538811571323603,0.91
1.0,8.549616179692363e-05,0.013771857291151752,0.013686361129354828,0.92
1.0,8.711014662697742e-05,0.013920994268779543,0.013833884122152565,0.93
1.0,8.873450053302625e-05,0.014070115054718734,0.013981380554185708,0.9400000000000001
1.0,9.036911585390128e-05,0.014219219545768874,0.014128850429914974,0.9500000000000001
1.0,9.201388598890366e-05,0.01436830763978165,0.014276293753792746,0.96
1.0,9.366870538482306e-05,0.014517379235647788,0.014423710530262965,0.97
1.0,9.533346952295585e-05,0.014666434233283912,0.014571100763760956,0.98
1.0,9.700807905715114e-05,0.014815472537644089,0.014718464458586938,0.99
1.0,9.869243029748545e-05,0.014964494049492693,0.014865801619195207,1.0
1.0,0.00010038642085065139,0.015113498670872536,0.015013112250021884,1.01
1.0,0.00010208995045323061,0.01526248630591224,0.015160396355459009,1.02
1.0,0.00010380291981740422,0.015411456859706562,0.015307653939889157,1.03
1.0,0.00010552523061709183,0.015560410238302406,0.015454885007685314,1.04
1.0,0.00010725678547409087,0.01570934634868487,0.015602089563210781,1.05
1.0,0.00010899748794421567,0.01585826509876327,0.015749267610819056,1.06
1.0,0.00011074724250343665,0.01600716639735716,0.015896419154853726,1.07
1.0,0.00011250595453401952,0.01615605015418236,0.01604354419964834,1.08
1.0,0.00011427353031066446,0.016304916279836993,0.016190642749526328,1.09
1.0,0.00011604987698664528,0.016453764685787516,0.01633771480880087,1.1
1.0,0.00011783490257994859,0.016602595284354732,0.016484760381774783,1.11
1.0,0.000119628515959413,0.01675140798869983,0.016631779472740416,1.12
1.0,0.00012143062683086825,0.016900202712810414,0.016778772085979547,1.1300000000000001
1.0,0.0001232411457232745,0.017048979371486524,0.01692573822576325,1.1400000000000001
1.0,0.00012505998397486132,0.017197737880326674,0.017072677896351814,1.1500000000000001
1.0,0.00012688705371926702,0.01734647815571386,0.017219591101994593,1.16
1.0,0.00012872228129463242,0.017495200128395852,0.01736647784710122,1.17
1.0,0.00013056557792212313,0.01764390371378962,0.017513338135867498,1.18
1.0,0.00013241685387867816,0.017792588826334978,0.0176601719724563,1.19
1.0,0.00013427602538149447,0.017941255386467014,0.01780697936108552,1.2
1.0,0.0001361430094640122,0.018089903315426738,0.017953760305962727,1.21
1.0,0.00013801772396554722,0.018238532535250644,0.018100514811285096,1.22
1.0,0.0001399000875209235,0.018387142968760296,0.018247242881239373,1.23
1.0,0.00014179001955010555,0.01853573453955188,0.018393944520001777,1.24
1.0,0.00014368744024783096,0.01868430717198576,0.01854061973173793,1.25
1.0,0.0001455922705732427,0.018832860791176072,0.018687268520602828,1.26
1.0,0.00014750443223952178,0.018981395322980266,0.018833890890740744,1.27
1.0,0.00014942384770351948,0.01912991069398868,0.018980486846285158,1.28
1.0,0.00015135044015538994,0.019278406831514106,0.019127056391358716,1.29
1.0,0.00015328414221730434,0.01942688367291792,0.019273599530700618,1.3
1.0,0.00015522487656342848,0.019575341144834425,0.019420116268270997,1.31
1.0,0.0001571725662401072,0.019723779174235286,0.01956660660799518,1.32
1.0,0.00015912713793748078,0.019872197691937526,0.019713070554000046,1.33
1.0,0.00016108851908231583,0.020020596629487592,0.019859508110405277,1.34
1.0,0.00016305663782963695,0.02016897591915306,0.020005919281323423,1.35
1.0,0.00016503142305435796,0.020317335493914346,0.020152304070859987,1.36
1.0,0.0001670128043429135,0.020465675287456405,0.020298662483113492,1.37
1.0,0.00016900071198489036,0.020613995234160458,0.020444994522175568,1.3800000000000001
1.0,0.00017099507696465891,0.02076229526909569,0.02059130019213103,1.3900000000000001
1.0,0.00017299583095300457,0.020910575328010952,0.02073757949705795,1.4000000000000001
1.0,0.0001750029062987592,0.021058835347326485,0.020883832441027726,1.41
1.0,0.0001770162360204326,0.021207075264125623,0.021030059028105192,1.42
1.0,0.00017903575647252153,0.021355295017026293,0.021176259260553772,1.43
1.0,0.0001810614012431111,0.021503494544168188,0.021322433142925076,1.44
1.0,0.00018309310471544481,0.021651673784378756,0.021468580679663313,1.45
1.0,0.00018513080270282452,0.0217998326773765,0.021614701874673677,1.46
1.0,0.00018717443166255826,0.02194797116350688,0.02176079673184432,1.47
1.0,0.0001892239286881608,0.0220960891837342,0.02190686525504604,1.48
1.0,0.00019127923150155445,0.02224418667963353,0.022052907448131976,1.49
1.0,0.00019334027844526965,0.022392263593382568,0.022198923314937297,1.5
1.0,0.0001954070084746456,0.02254031986775357,0.022344912859278924,1.51
1.0,0.00019747936115003105,0.02268835544610522,0.02249087608495519,1.52
1.0,0.0001995572766289848,0.022836370272374534,0.02263681299574555,1.53
1.0,0.00020164069565847652,0.02298436429106877,0.022782723595410292,1.54
1.0,0.0002037295595670873,0.0231323374472573,0.022928607887690213,1.55
1.0,0.00020582381223673257,0.023280289690409458,0.023074465878172724,1.56
1.0,0.00020792339548012656,0.023428220965420646,0.02322029756994052,1.57
1.0,0.0002100282519562456,0.02357613121828372,0.023366102966327476,1.58
1.0,0.00021213832538489438,0.02372402039651292,0.02351188207112803,1.59
1.0,0.00021425356004000308,0.023871888448166446,0.023657634888126444,1.6
1.0,0.0002163739007422289,0.02401973532183915,0.02380336142109692,1.61
1.0,0.00021849929285155744,0.024167560966655205,0.02394906167380365,1.62
1.0,0.00022062968225990424,0.024315365332260776,0.02409473565000087,1.6300000000000001
1.0,0.00022276501538371618,0.024463148368816714,0.024240383353433,1.6400000000000001
1.0,0.00022490523915657295,0.0246109100269912,0.024386004787834627,1.6500000000000001
1.0,0.00022705030102178857,0.024758650257952444,0.024531599956930654,1.6600000000000001
1.0,0.0002292001489250127,0.02490636901336136,0.024677168864436345,1.67
1.0,0.0002313547313068324,0.02505406624536422,0.024822711514057384,1.68
1.0,0.00023351400166172603,0.025201741911508292,0.024968227909846565,1.69
1.0,0.00023567790765796813,0.02534939596301276,0.02511371805535479,1.7
1.0,0.0002378463984831059,0.025497028352688456,0.02525918195420535,1.71
1.0,0.00024001942480142608,0.02564463903489265,0.025404619610091224,1.72
1.0,0.00024219693776076346,0.02579222796445898,0.025550031026698214,1.73
1.0,0.00024437888898599296,0.025939795096691053,0.02569541620770506,1.74
1.0,0.0002465652305725217,0.026087340387356103,0.025840775156783583,1.75
1.0,0.0002487559150797814,0.026234863792678618,0.025986107877598835,1.76
1.0,0.00025095089552472024,0.02638236526933398,0.02613141437380926,1.77
1.0,0.00025315012537529527,0.026529844774442087,0.026276694649066793,1.78
1.0,0.00025535355854396433,0.026677302265561004,0.02642194870701704,1.79
1.0,0.00025756114938117834,0.02682473770068059,0.026567176551299414,1.8
1.0,0.00025977285266887335,0.026972151038216145,0.02671237818554727,1.81
1.0,0.00026198862923305027,0.027119542241431628,0.02685755361219858,1.82
1.0,0.0002642084322957568,0.02726691126767952,0.027002702835383762,1.83
1.0,0.0002664322172192732,0.027414258076081048,0.027147825858861774,1.84
1.0,0.00026865994082448725,0.027561582626987633,0.027292922686163144,1.85
1.0,0.000270891560361645,0.02770888488116828,0.027437993320806636,1.86
1.0,0.00027312703350490004,0.027856164799804038,0.027583037766299136,1.87
1.0,0.0002753663183468626,0.02800342234448248,0.02772805602613562,1.8800000000000001
1.0,0.00027760937339314865,0.028150657477192163,0.027873048103799015,1.8900000000000001
1.0,0.0002798561575569293,0.028297870160317103,0.028018014002760175,1.9000000000000001
1.0,0.00028210663015347965,0.028445060356631233,0.028162953726477754,1.9100000000000001
1.0,0.00028436075089472817,0.02859222802929288,0.028307867278398152,1.92
1.0,0.00028661847988380596,0.028739373141839247,0.028452754661955442,1.93
1.0,0.0002888797776095955,0.028886495658180845,0.028597615880571248,1.94
1.0,0.0002911446091556259,0.02903359554652129,0.028742450937365664,1.95
1.0,0.00029341293377879756,0.02918067276965032,0.028887259835871523,1.96
1.0,0.0002956847127117748,0.029327727292210604,0.02903204257949883,1.97
1.0,0.0002979599082062568,0.029474759079806165,0.029176799171599908,1.98
1.0,0.0003002384828944802,0.029621768098407233,0.029321529615512754,1.99
1.0,0.0003025203997845332,0.029768754314345412,0.02946623391456088,2.0
1.0,0.0003048056222556706,0.029915717694308876,0.029610912072053207,2.0100000000000002
1.0,0.0003070941140536277,0.030062658205337524,0.029755564091283895,2.02
1.0,0.00030938583928593553,0.030209575814818212,0.029900189975532277,2.0300000000000002
1.0,0.0003116807624172344,0.030356470490479865,0.03004478972806263,2.04
1.0,0.00031397884826458923,0.030503342200388726,0.030189363352124136,2.05
1.0,0.00031628006199280374,0.030650190912943503,0.030333910850950697,2.06
1.0,0.00031858436910973465,0.03079701659687053,0.030478432227760793,2.07
1.0,0.00032089173811556055,0.030943819224714814,0.03062292748659925,2.08
1.0,0.0003232021338294445,0.031090598764051146,0.0307673966302217,2.09
1.0,0.00032551552259487446,0.031237355184342046,0.03091183966174717,2.1
1.0,0.00032783187141233785,0.0313840884557966,0.03105625658438426,2.11
1.0,0.0003301511476153721,0.03153079854894516,0.031200647401329787,2.12
1.0,0.00033247331886634415,0.03167748543463508,0.03134501211576874,2.13
1.0,0.0003347983531522313,0.03182414908402658,0.031489350730874346,2.14
1.0,0.0003371262187804006,0.03197078946858845,0.03163366324980805,2.15
1.0,0.00033945688437439004,0.032117406560093965,0.03177794967571958,2.16
1.0,0.00034179031886968767,0.03226400033061655,0.03192221001174686,2.17
1.0,0.00034412649150951293,0.03241057075252567,0.03206644426101616,2.18
1.0,0.0003464653718405958,0.032557117798482596,0.032210652426642,2.19
1.0,0.00034880692970895805,0.03270364144143618,0.03235483451172722,2.2
1.0,0.00035115113768187736,0.03285014165749456,0.03249899051981268,2.21
1.0,0.0003534979648531236,0.03299661841858296,0.032643120453729836,2.22
1.0,0.0003558473818541307,0.0331430716983845,0.03278722431653037,2.23
1.0,0.00035819935983408843,0.03328950147113205,0.03293130211129796,2.24
1.0,0.000360553870232258,0.03343590771133911,0.03307535384110685,2.25
1.0,0.0003629108847741648,0.03358229039379615,0.033219379509021985,2.2600000000000002
1.0,0.0003652703754677898,0.033728649493566826,0.033363379118099036,2.27
1.0,0.0003676323145997621,0.03387498498598431,0.03350735267138455,2.2800000000000002
1.0,0.00036999667473155035,0.03402129684664754,0.03365130017191599,2.29
1.0,0.0003723634286956552,0.034167585051417565,0.03379522162272191,2.3000000000000003
1.0,0.0003747325495918008,0.034313849576413716,0.03393911702682192,2.31
1.0,0.0003771040107831273,0.03446009039801001,0.034082986387226885,2.32
1.0,0.0003794777858923825,0.03460630749283137,0.03422682970693899,2.33
1.0,0.0003818538516707951,0.03475250084019036,0.03437064698851956,2.34
1.0,0.00038423218055915577,0.034898670415767066,0.03451443823520791,2.35
1.0,0.00038661274690463844,0.035044816196890025,0.03465820344998539,2.36
1.0,0.0003889955255005476,0.03519093816129526,0.03480194263579471,2.37
1.0,0.0003913804913943826,0.03533703628696265,0.03494565579556827,2.38
1.0,0.0003937676198845027,0.035483110552112715,0.035089342932228214,2.39
1.0,0.0003961568865167898,0.0356291609352032,0.03523300404868641,2.4
1.0,0.0003985482670813135,0.03577518741492585,0.03537663914784454,2.41
1.0,0.0004009417376089938,0.03592118997020302,0.035520248232594025,2.42
1.0,0.0004033372743682662,0.03606716858018441,0.03566383130581614,2.43
1.0,0.00040573485386174475,0.03621312322424372,0.03580738837038198,2.44
1.0,0.0004081344528228865,0.03635905388197535,0.03595091942915246,2.45
1.0,0.0004105360482126548,0.03650496053319106,0.036094424484978405,2.46
1.0,0.0004129396201020035,0.0366508431603721,0.036237903540270094,2.47
1.0,0.00041534514409939644,0.03679670174222562,0.036381356598126226,2.48
1.0,0.00041775259786465727,0.03694253625922658,0.03652478366136193,2.49
1.0,0.0004201619594013976,0.0370883466921643,0.0366681847327629,2.5
1.0,0.0004225732069373299,0.03723413302204022,0.03681155981510289,2.5100000000000002
1.0,0.00042498631892139003,0.037379895230064936,0.036954908911143544,2.52
1.0,0.00042740127402086134,0.03752563329765528,0.037098232023634416,2.5300000000000002
1.0,0.00042981805111849686,0.0376713472064314,0.037241529155312904,2.54
1.0,0.0004322366293096434,0.03781703693821384,0.0373848003089042,2.5500000000000003
1.0,0.00043465698789936394,0.03796270247502058,0.037528045487121214,2.56
1.0,0.0004370791063995615,0.03810834379906417,0.03767126469266461,2.57
1.0,0.00043950296452610203,0.03825396089274877,0.03781445792822267,2.58
1.0,0.0004419285421959373,0.03839955373866718,0.037957625196471244,2.59
1.0,0.0004443558218899478,0.038545122322130344,0.0381007665002404,2.6
1.0,0.00044678478236742387,0.03869066662443922,0.038243881842071795,2.61
1.0,0.0004492154042139558,0.038836186628823634,0.03838697122460968,2.62
1.0,0.0004516476682542585,0.03898168231874339,0.03853003465048913,2.63
1.0,0.0004540815555103087,0.03912715367784368,0.038673072122333375,2.64
1.0,0.00045651704719883255,0.0392726006899525,0.03881608364275367,2.65
1.0,0.0004589541247287945,0.039418023339078165,0.03895906921434937,2.66
1.0,0.00046139276969888463,0.03956342160940672,0.039102028839707835,2.67
1.0,0.00046383296389500793,0.039708795485299465,0.039244962521404456,2.68
1.0,0.00046627468928777153,0.039854144951290346,0.03938787026200258,2.69
1.0,0.00046871792802997357,0.039999469992083515,0.03953075206405354,2.7
1.0,0.000471162662454091,0.04014477059255069,0.039673607930096604,2.71
1.0,0.0004736088750810449,0.04029004673774223,0.03981643786266119,2.72
1.0,0.00047605655044663417,0.04043529841507531,0.039959241864628674,2.73
1.0,0.0004785056701462263,0.040580525608398754,0.04010201993825253,2.74
1.0,0.00048095621730041935,0.04072572830334265,0.040244772086042234,2.75
1.0,0.0004834081752048209,0.040870906485701505,0.040387498310496685,2.7600000000000002
1.0,0.00048586152732781827,0.041016060141431984,0.04053019861410417,2.77
1.0,0.0004883162573083491,0.041161189256650806,0.040672872999342455,2.7800000000000002
1.0,0.0004907723489536716,0.04130629381763245,0.04081552146867878,2.79
1.0,0.0004932297862371355,0.04145137381080703,0.0409581440245699,2.8000000000000003
1.0,0.0004956885532959514,0.04159642922275806,0.04110074066946211,2.81
1.0,0.0004981486344289623,0.04174146004022028,0.041243311405791315,2.82
1.0,0.0005006100140944136,0.041886466250077456,0.041385856235983044,2.83
1.0,0.0005030726769077236,0.042031447839360137,0.04152837516245241,2.84
1.0,0.0005055366077374123,0.042176404795340225,0.041670868187602815,2.85
1.0,0.0005080017947019142,0.04232133710848272,0.04181333531378081,2.86
1.0,0.0005104682204832724,0.04246624476388989,0.04195577654340662,2.87
1.0,0.0005129358704011825,0.042611127749254026,0.042098191878852845,2.88
1.0,0.0005154047299244601,0.042755986052406346,0.04224058132248189,2.89
1.0,0.0005178747846686792,0.04290081966131459,0.042382944876645914,2.9
1.0,0.0005203460203938125,0.04304562856408077,0.04252528254368696,2.91
1.0,0.0005228184230018707,0.04319041274893876,0.04266759432593689,2.92
1.0,0.0005252919785345428,0.043335172204252086,0.04280988022571754,2.93
1.0,0.0005277666731708349,0.04347990691851146,0.04295214024534062,2.94
1.0,0.0005302424932247105,0.04362461688033259,0.04309437438710788,2.95
1.0,0.0005327194251427301,0.04376930207845374,0.04323658265331101,2.96
1.0,0.0005351974555016907,0.04391396250173351,0.04337876504623182,2.97
1.0,0.0005376765710062653,0.0440585981391484,0.043520921568142135,2.98
1.0,0.0005401567584866433,0.0442032089797906,0.043663052221303955,2.99
1.0,0.000542638004896169,0.04434779501286555,0.04380515700796938,3.0
1.0,0.0005451202973089827,0.04449235622768972,0.04394723593038073,3.0100000000000002
1.0,0.000547603622917659,0.0446368926136882,0.044089288990770546,3.02
1.0,0.0005500879690308476,0.04478140416039244,0.04423131619136159,3.0300000000000002
1.0,0.000552573323070912,0.04492589085743786,0.04437331753436695,3.04
1.0,0.0005550596725715703,0.0450703526945616,0.044515293021990025,3.0500000000000003
1.0,0.0005575470139135523,0.045214789670088705,0.044657242656175156,3.06
1.0,0.0005600353319177387,0.04535920177110783,0.044799166439190095,3.0700000000000003
1.0,0.0005625246115116224,0.04550358898480457,0.04494106437329295,3.08
1.0,0.000565014840936912,0.04564795130157749,0.04508293646064058,3.09
1.0,0.0005675060085489862,0.04579228871192898,0.04522478270338,3.1
1.0,0.0005699981028147702,0.04593660120646305,0.045366603103648276,3.11
1.0,0.0005724911123106129,0.046080888775883296,0.04550839766357268,3.12
1.0,0.0005749850257201624,0.04622515141099081,0.04565016638527065,3.13
1.0,0.0005774798318322432,0.04636938910268207,0.04579190927084983,3.14
1.0,0.0005799755195387323,0.04651360184194681,0.04593362632240808,3.15
1.0,0.0005824720778324359,0.04665778961986601,0.046075317542033575,3.16
1.0,0.0005849694958049657,0.046801952427609705,0.04621698293180474,3.17
1.0,0.0005874677626446155,0.04694609025643495,0.04635862249379034,3.18
1.0,0.0005899668676342372,0.04709020309768371,0.04650023623004947,3.19
1.0,0.0005924668001491182,0.04723429094278077,0.04664182414263165,3.2
1.0,0.000594967549654857,0.047378353783231596,0.04678338623357674,3.21
1.0,0.0005974691057052401,0.04752239161062033,0.04692492250491509,3.22
1.0,0.0005999714579401184,0.0476664044166076,0.04706643295866748,3.23
1.0,0.0006024745960832835,0.04781039219292847,0.047207917596845186,3.24
1.0,0.0006049785099403443,0.04795435493139036,0.04734937642145001,3.25
1.0,0.000607483196655961,0.04809829263087504,0.04749080943421908,3.2600000000000002
